id,franchise_id,franchise_name,restaurant_franchise_id,country,city,geohash,lng,lat
206158430238,31,Bistro 42,53370,US,Deerfield,dp3x,-87.89,42.153
111669149730,35,Basilica Bistro,84488,IT,Milan,u0nd,9.145,45.501
120259084324,37,Cafe Crepe,59829,FR,Paris 13,u09t,2.36,48.836
68719476736,1,Savoria,77517,US,Fort Lauderdale,dhxh,-80.137,26.106
128849018946,67,Crimson and Clover,5679,GB,London,gcpu,-0.113,51.499
266287972390,39,Cinnamon Grill,11263,IT,Milan,u0nd,9.19,45.47
214748364843,44,The French Kitchen,92040,FR,Paris,u09t,2.324,48.824
17179869254,71,Fire and Spice,10902,GB,London,gcpu,-0.017,51.501
240518168618,43,The Food House,93164,US,North Conway,drv6,-71.125,44.049
8589934598,7,Cafe Roma,12630,US,Lincolnton,dnq1,-81.24,35.471
60129542202,59,Azalea Cafe,71555,GB,London,gcpv,-0.077,51.511
111669149751,56,The Waffle House,84488,GB,London,gcpu,-0.17,51.496
77309411361,34,The Tasty Treat,78190,IT,Milan,u0nd,9.144,45.473
137438953523,52,The Red Door,11038,GB,London,gcpv,-0.132,51.51
214748364863,64,Chateau de Cuisine,92040,FR,Paris,u09w,2.327,48.881
206158430214,7,Cafe Roma,53370,US,Prattville,djf8,-86.409,32.486
154618822731,76,Happy Hour Cafe,41484,GB,Paddington,gcpv,-0.172,51.516
77309411334,7,Cafe Roma,78190,US,Lubbock,9tzw,-101.846,33.536
257698037812,53,The Red Rooster,26468,FR,Paris,u09t,2.282,48.865
77309411373,46,The Italian Table,78190,FR,Paris,u09t,2.328,48.857
77309411358,31,Bistro 42,78190,US,Wilmington,drgs,-73.824,44.364
85899345928,9,The Grill House,18952,US,Eloy,9tbd,-111.671,32.806
154618822728,73,Fresh Harvest,41484,GB,London,gcpv,-0.119,51.511
111669149756,61,Blue Water Bistro,84488,GB,London,gcpv,-0.124,51.52
103079215172,69,Dragonfly Cafe,4340,GB,London,gcpv,-0.127,51.51
34359738420,53,The Red Rooster,50333,FR,Paris,u09w,2.343,48.874
197568495638,23,The Hungry Pig,24784,US,Pittsburgh,dppq,-79.714,40.446
85899345961,42,The Daily Scoop,18952,AT,Vienna,u2ed,16.378,48.183
146028888103,40,Crimson Cafe,70611,US,New York,u0j2,7.559,45.058
22,23,The Hungry Pig,47732,ES,Barcelona,sp3e,2.132,41.389
34359738387,20,The Brasserie,50333,US,East Syracuse,dr9v,-76.079,43.091
111669149740,45,The Green Bean,84488,FR,Paris,u09t,2.33,48.857
266287972412,61,Blue Water Bistro,11263,FR,Paris,u09w,2.286,48.876
85899345973,54,The Spice House,18952,FR,Paris,u09w,2.324,48.881
154618822691,36,Blue Ocean Grill,41484,US,North Conway,drv6,-71.141,44.074
34,35,Basilica Bistro,47732,IT,Milan,u0nd,9.207,45.447
249108103219,52,The Red Door,55897,AT,Donauinsel,u2ed,16.4,48.227
60129542159,16,The Spice Tree,71555,US,Batesville,9yqg,-91.638,35.791
8589934640,49,The Olive Tree,12630,FR,Paris,u09w,2.321,48.88
249108103197,30,The Wine Cellar,55897,ES,Barcelona,sp3e,2.168,41.387
26,27,The Corner Cafe,47732,US,Providence,drmn,-71.428,41.844
180388626439,8,The Green Olive,7531,US,Piney Creek,dnqp,-81.332,36.555
77309411352,25,The Cozy Cafe,78190,ES,Barcelona,sp3e,2.161,41.375
103079215120,17,The Rustic Table,4340,US,Tulsa,9y7v,-95.851,36.168
42949672977,18,The Harvest Room,89646,US,Lancaster,dr1e,-76.331,40.057
214748364814,15,The Pearl Kitchen,92040,US,Chico,9r13,-121.837,39.726
171798691900,61,Blue Water Bistro,65939,GB,London,gcpv,-0.087,51.519
266287972429,78,The Hot Spot,11263,GB,London,gcpv,-0.13,51.527
128849018892,13,The Firehouse,5679,US,Saint Ann,9yzs,-90.408,38.715
240518168597,22,The Red Pepper,93164,US,Philadelphia,dr4e,-75.15,39.907
257698037828,69,Dragonfly Cafe,26468,GB,Paddington,gcpv,-0.175,51.516
120259084293,6,The Daily Grind,59829,US,Mobile,dj3q,-88.062,30.684
154618822732,77,Harvest Kitchen,41484,GB,London,gcpv,-0.212,51.52
154618822738,83,The Pantry,41484,NL,Amsterdam,u176,4.847,52.386
120259084295,8,The Green Olive,59829,US,Mesa,9tbw,-111.714,33.416
8589934645,54,The Spice House,12630,FR,Paris,u09w,2.36,48.902
154618822703,48,The Local Cafe,41484,AT,Vienna,u2ed,16.383,48.196
231928234020,37,Cafe Crepe,33573,AT,Vienna,u2ed,16.373,48.204
231928233988,5,The Hungry Hippo,33573,US,Pinetop,9w1f,-109.95,34.135
128849018937,58,A Tasty Bite,5679,FR,Paris,u09w,2.3,48.873
103079215105,2,Bella Cucina,4340,US,Miami,dhwc,-80.367,25.579
206158430258,51,The Pizzeria,53370,AT,Vienna,u2ed,16.369,48.195
146028888071,8,The Green Olive,70611,US,Madison,djuw,-83.475,33.557
206158430245,38,Cafe Viva,53370,US,Cody,9xfm,-109.058,44.526
85899345921,2,Bella Cucina,18952,US,Staten Island,qqgu,106.824,-6.195
180388626479,48,The Local Cafe,7531,FR,Paris,u09t,2.344,48.86
231928233986,3,Spice Bazaar,33573,US,Harvey,9vrf,-90.058,29.89
42949672995,36,Blue Ocean Grill,89646,US,Burlington,drgv,-73.219,44.479
128849018938,59,Azalea Cafe,5679,FR,Paris,u09w,2.298,48.874
180388626499,68,Delish Cafe,7531,NL,Amsterdam Zuidoost,u179,4.948,52.305
85899345960,41,The Daily Bread,18952,US,Griante,u0nt,9.234,45.988
17179869213,30,The Wine Cellar,10902,US,Geneva,dr95,-77.006,42.857
68719476785,50,The Pancake House,77517,US,Gresham,u0z5,9.921,49.803
154618822667,12,The Wooden Spoon,41484,US,Soddy Daisy,dn72,-85.181,35.251
146028888139,76,Happy Hour Cafe,70611,GB,London,gcpu,-0.16,51.5
62,63,Cafe Paris,47732,GB,London,gcpv,-0.203,51.512
146028888110,47,The Juicy Burger,70611,IT,Milan,u0nd,9.161,45.491
163208757260,13,The Firehouse,96638,US,Saint Robert,9ywr,-92.15,37.824
8589934658,67,Crimson and Clover,12630,GB,London,gcpv,-0.114,51.526
60129542165,22,The Red Pepper,71555,US,Golden,9xj4,-105.222,39.756
94489280523,12,The Wooden Spoon,95399,US,Bishop,9qeu,-118.396,37.363
8589934619,28,The Spicy Pickle,12630,US,Fontana,dp94,-88.576,42.549
266287972365,14,The Gourmet Garden,11263,US,Charles Town,dqbx,-77.851,39.293
154618822692,37,Cafe Crepe,41484,US,Lebanon,u0h9,6.54,45.314
197568495624,9,The Grill House,24784,US,Ontario,9qh3,-117.563,34.069
77309411357,30,The Wine Cellar,78190,US,Springfield,9rbd,-123.04,44.084
17179869248,65,Chef's Corner,10902,FR,Paris,u09w,2.325,48.875
8589934617,26,The Silver Spoon,12630,ES,Barcelona,sp3e,2.163,41.394
206158430255,48,The Local Cafe,53370,US,Walker,cbke,-94.572,47.091
60129542185,42,The Daily Scoop,71555,AT,Vienna,u2ed,16.36,48.22
146028888072,9,The Grill House,70611,US,Atlanta,dnh0,-84.365,33.849
231928234031,48,The Local Cafe,33573,FR,Paris,u09w,2.324,48.873
206158430254,47,The Juicy Burger,53370,US,Finlayson,cbjy,-92.855,46.18
128849018934,55,The Steak House,5679,FR,Paris,u09w,2.3,48.869
17179869202,19,The Tasting Room,10902,US,Colorado Springs,9wvs,-104.727,38.808
214748364846,47,The Juicy Burger,92040,FR,Paris,u09t,2.342,48.848
171798691898,59,Azalea Cafe,65939,GB,London,gcpv,-0.148,51.515
206158430274,67,Crimson and Clover,53370,FR,Paris,u09w,2.347,48.873
206158430281,74,Garden of Eatin',53370,GB,London,gcpu,-0.18,51.498
94489280545,34,The Tasty Treat,95399,US,Wolfeboro,drtr,-71.196,43.578
188978561064,41,The Daily Bread,3642,IT,Milan,u0nd,9.202,45.478
34359738391,24,The Fisherman's Catch,50333,US,Mableton,u20f,12.376,45.422
146028888076,13,The Firehouse,70611,US,Henderson,dq2n,-78.441,36.334
77309411383,56,The Waffle House,78190,GB,London,gcpu,-0.276,51.461
85899345953,34,The Tasty Treat,18952,US,Watertown,9zfz,-97.061,44.892
137438953476,5,The Hungry Hippo,11038,US,Amarillo,9wr8,-101.92,35.189
103079215118,15,The Pearl Kitchen,4340,US,West Memphis,9yrb,-90.158,35.16
77309411384,57,The Yellow Submarine,78190,GB,London,gcpu,-0.144,51.491
8589934630,39,Cinnamon Grill,12630,AT,Vienna,u2ed,16.369,48.216
266287972360,9,The Grill House,11263,US,Sallisaw,9yk9,-94.806,35.451
163208757304,57,The Yellow Submarine,96638,FR,Paris,u09w,2.289,48.869
137438953516,45,The Green Bean,11038,FR,Paris,u09w,2.338,48.872
180388626497,66,City Bites,7531,GB,London,gcpv,-0.263,51.521
111669149757,62,Cafe Luminoso,84488,GB,London,gcpv,-0.223,51.573
214748364866,67,Crimson and Clover,92040,GB,London,gcpu,-0.175,51.494
266287972357,6,The Daily Grind,11263,US,San Diego,9mud,-117.224,32.726
31,32,The Orange Peeler,47732,US,Jackson,9x9p,-110.765,43.483
58,59,Azalea Cafe,47732,GB,London,gcpu,-0.137,51.494
85899345958,39,Cinnamon Grill,18952,IT,Milan,u0nd,9.212,45.485
120259084333,46,The Italian Table,59829,FR,Paris,u09w,2.306,48.874
34359738371,4,The Blue Plate,50333,US,Las Vegas,9qqj,-115.146,36.172
163208757277,30,The Wine Cellar,96638,ES,Barcelona,sp3e,2.197,41.387
163208757285,38,Cafe Viva,96638,US,Bay City,dpu2,-83.891,43.597
111669149735,40,Crimson Cafe,84488,AT,Vienna,u2ed,16.34,48.195
257698037809,50,The Pancake House,26468,FR,Paris,u09t,2.366,48.856
266287972409,58,A Tasty Bite,11263,FR,Paris,u09w,2.327,48.871
171798691862,23,The Hungry Pig,65939,US,Fennville,dpdd,-86.212,42.621
146028888113,50,The Pancake House,70611,US,Billings,c84u,-108.581,45.752
188978561103,80,The Market Cafe,3642,NL,Amsterdam,u173,4.914,52.378
257698037827,68,Delish Cafe,26468,GB,London,gcpv,-0.158,51.515
68719476779,44,The French Kitchen,77517,FR,Paris,u09t,2.372,48.863
249108103225,58,A Tasty Bite,55897,FR,Paris,u09t,2.333,48.855
146028888094,31,Bistro 42,70611,US,Grand Rapids,dpeh,-85.532,42.913
214748364870,71,Fire and Spice,92040,GB,London,gcpv,-0.186,51.511
34359738434,67,Crimson and Clover,50333,GB,London,gcpv,-0.319,51.514
34359738372,5,The Hungry Hippo,50333,US,Enid,9y6r,-97.922,36.391
25769803813,38,Cafe Viva,72230,US,Newport,9pzv,-124.061,44.638
77309411342,15,The Pearl Kitchen,78190,US,Guymon,9wxb,-101.474,36.69
25769803811,36,Blue Ocean Grill,72230,US,Jackson,9x9p,-110.762,43.484
214748364842,43,The Food House,92040,US,Bellingham,c28v,-122.486,48.781
94489280563,52,The Red Door,95399,GB,London,gcpu,-0.159,51.494
34359738374,7,Cafe Roma,50333,US,Virginia Beach,dq9c,-75.984,36.848
94489280520,9,The Grill House,95399,US,Selma,9qdb,-119.613,36.563
206158430212,5,The Hungry Hippo,53370,US,Jacksonville,djmv,-81.649,30.48
223338299432,41,The Daily Bread,36937,FR,Paris,u09w,2.338,48.871
42949672984,25,The Cozy Cafe,89646,ES,Barcelona,sp3e,2.149,41.398
249108103174,7,Cafe Roma,55897,US,Myrtle Beach,djzz,-78.921,33.722
137438953506,35,Basilica Bistro,11038,AT,Vienna,u2ed,16.273,48.188
77309411338,11,The Flaming Wok,78190,US,Memphis,dn20,-89.792,35.206
249108103213,46,The Italian Table,55897,IT,Milan,u0nd,9.198,45.485
94489280571,60,Big City Grill,95399,GB,London,gcpv,-0.126,51.524
85899345945,26,The Silver Spoon,18952,US,Newburgh,dr7k,-74.073,41.505
180388626478,47,The Juicy Burger,7531,FR,Paris,u09t,2.324,48.86
146028888137,74,Garden of Eatin',70611,GB,London,gcpu,-0.18,51.496
163208757263,16,The Spice Tree,96638,US,Osage Beach,9yy1,-92.63,38.145
120259084342,55,The Steak House,59829,GB,London,gcpv,-0.224,51.504
137438953504,33,The Blue Elephant,11038,US,Park City,u055,4.279,45.532
51539607576,25,The Cozy Cafe,6934,ES,Barcelona,sp3e,2.155,41.393
197568495677,62,Cafe Luminoso,24784,FR,Paris,u09t,2.337,48.866
17179869188,5,The Hungry Hippo,10902,US,Macon,dju6,-83.72,32.813
257698037805,46,The Italian Table,26468,FR,Paris,u09t,2.33,48.831
51539607607,56,The Waffle House,6934,GB,London,gcpv,-0.286,51.555
25769803780,5,The Hungry Hippo,72230,US,Atlanta,dnh0,-84.349,33.919
223338299430,39,Cinnamon Grill,36937,FR,Paris,u09t,2.33,48.865
180388626494,63,Cafe Paris,7531,GB,London,gcpv,-0.134,51.515
206158430273,66,City Bites,53370,FR,Paris,u09w,2.293,48.871
197568495623,8,The Green Olive,24784,US,Alpharetta,dnh1,-84.304,34.042
42949672987,28,The Spicy Pickle,89646,US,Oak Brook,dp3q,-87.954,41.847
188978561043,20,The Brasserie,3642,US,Glen Burnie,sw8m,22.89,37.532
257698037799,40,Crimson Cafe,26468,US,Newman Lake,c2kx,-117.103,47.767
257698037784,25,The Cozy Cafe,26468,US,Hartford,drkm,-72.673,41.768
223338299405,14,The Gourmet Garden,36937,US,Indianapolis,dp4e,-86.257,39.911
206158430210,3,Spice Bazaar,53370,US,Sarasota,dhv7,-82.55,27.382
154618822734,79,The Huckleberry Cafe,41484,NL,Amsterdam,u173,4.912,52.362
51539607599,48,The Local Cafe,6934,FR,Paris,u09w,2.318,48.871
68719476755,20,The Brasserie,77517,ES,Barcelona,sp3e,2.163,41.399
240518168637,62,Cafe Luminoso,93164,FR,Paris,u09w,2.303,48.869
60129542181,38,Cafe Viva,71555,AT,Vienna,u2ed,16.375,48.208
249108103210,43,The Food House,55897,US,Cave Spring,u20f,12.336,45.432
85899345929,10,The Golden Spoon,18952,US,Lenoir City,dnk5,-84.278,35.827
188978561029,6,The Daily Grind,3642,US,Patagonia,9t97,-110.701,31.522
223338299409,18,The Harvest Room,36937,US,Redding,9r0y,-122.358,40.578
34359738430,63,Cafe Paris,50333,GB,London,gcpu,-0.134,51.499
111669149761,66,City Bites,84488,NL,Amsterdam,u173,4.821,52.379
51539607565,14,The Gourmet Garden,6934,US,Arcola,dp11,-88.298,39.682
231928234036,53,The Red Rooster,33573,GB,London,gcpv,-0.146,51.514
146028888125,62,Cafe Luminoso,70611,FR,Paris,u09t,2.337,48.854
163208757255,8,The Green Olive,96638,US,Phoenix,9tbq,-112.067,33.455
197568495668,53,The Red Rooster,24784,FR,Paris,u09t,2.332,48.849
85899345968,49,The Olive Tree,18952,FR,Paris,u09t,2.309,48.867
51539607588,37,Cafe Crepe,6934,AT,Vienna,u2ed,16.412,48.179
137438953479,8,The Green Olive,11038,US,Kingsport,dnt2,-82.566,36.563
68719476767,32,The Orange Peeler,77517,IT,Milan,u0nd,9.185,45.467
206158430229,22,The Red Pepper,53370,US,Midway,9x0w,-111.49,40.532
266287972420,69,Dragonfly Cafe,11263,GB,London,gcpu,-0.156,51.497
17179869264,81,The Oak Room,10902,NL,Amsterdam,u173,4.893,52.375
154618822721,66,City Bites,41484,GB,London,gcpu,-0.117,51.501
111669149707,12,The Wooden Spoon,84488,US,Burlington,dnrt,-79.435,36.063
249108103170,3,Spice Bazaar,55897,US,Waco,9vdg,-97.138,31.518
8589934601,10,The Golden Spoon,12630,US,Roanoke,dnx5,-79.947,37.256
231928233991,8,The Green Olive,33573,US,Statesville,dnqk,-80.988,35.987
240518168613,38,Cafe Viva,93164,US,Binghamton,dr6p,-75.906,42.13
8589934654,63,Cafe Paris,12630,GB,London,gcpv,-0.164,51.516
68719476753,18,The Harvest Room,77517,US,Incline Village,9qfx,-119.936,39.244
249108103236,69,Dragonfly Cafe,55897,GB,London,gcpv,-0.153,51.518
103079215171,68,Delish Cafe,4340,GB,London,gcpv,-0.15,51.51
197568495691,76,Happy Hour Cafe,24784,GB,London,gcpu,-0.229,51.493
231928233994,11,The Flaming Wok,33573,US,Medina,sqdz,15.294,37.851
77309411376,49,The Olive Tree,78190,FR,Paris,u09t,2.293,48.864
197568495704,89,The Silver Skillet,24784,NL,Amsterdam,u173,4.905,52.377
206158430246,39,Cinnamon Grill,53370,US,Chippewa Falls,9zzp,-91.4,44.914
51,52,The Red Door,47732,FR,Paris,u09w,2.33,48.87
154618822682,27,The Corner Cafe,41484,ES,Barcelona,sp3e,2.219,41.411
249108103175,8,The Green Olive,55897,US,Anaheim,9qh0,-117.915,33.802
257698037783,24,The Fisherman's Catch,26468,ES,Barcelona,sp3e,2.145,41.4
249108103188,21,The Lazy Daisy,55897,US,Oroville,9r18,-121.57,39.504
85899345959,40,Crimson Cafe,18952,IT,Milan,u0nd,9.155,45.49
206158430231,24,The Fisherman's Catch,53370,US,New York,dr5r,-73.986,40.758
240518168582,7,Cafe Roma,93164,US,Shreveport,9vv2,-93.862,32.45
197568495696,81,The Oak Room,24784,GB,London,gcpv,-0.028,51.507
25769803784,9,The Grill House,72230,US,Cleveland,dn78,-84.871,35.21
154618822736,81,The Oak Room,41484,NL,Amsterdam,u173,4.889,52.371
111669149713,18,The Harvest Room,84488,US,Takoma Park,dqcj,-77.01,38.975
65,66,City Bites,47732,GB,London,gcpv,-0.142,51.518
249108103227,60,Big City Grill,55897,FR,Paris,u09w,2.338,48.879
197568495670,55,The Steak House,24784,FR,Paris,u09t,2.343,48.849
60129542172,29,The Olive Branch,71555,ES,Barcelona,sp3e,2.175,41.385
240518168587,12,The Wooden Spoon,93164,US,Bryant,9ynh,-92.501,34.621
94489280543,32,The Orange Peeler,95399,US,Glenview,dp3x,-87.821,42.104
163208757249,2,Bella Cucina,96638,US,Key West,dhmg,-81.801,24.557
94489280521,10,The Golden Spoon,95399,US,Sikeston,dn83,-89.54,36.891
59,60,Big City Grill,47732,GB,London,gcpu,-0.193,51.5
266287972394,43,The Food House,11263,AT,Vienna,u2ed,16.366,48.203
120259084343,56,The Waffle House,59829,GB,London,gcpv,-0.152,51.506
154618822674,19,The Tasting Room,41484,US,Lees Summit,9yuv,-94.357,38.903
128849018909,30,The Wine Cellar,5679,US,West Yarmouth,drqh,-70.262,41.657
180388626488,57,The Yellow Submarine,7531,GB,London,gcpu,-0.156,51.499
3,4,The Blue Plate,47732,US,Carthage,9vsy,-94.324,32.148
111669149731,36,Blue Ocean Grill,84488,US,Iron Mountain,f01k,-88.05,45.842
85899345965,46,The Italian Table,18952,FR,Paris,u09t,2.33,48.84
17179869208,25,The Cozy Cafe,10902,ES,Barcelona,sp3e,2.152,41.377
34359738402,35,Basilica Bistro,50333,AT,Vienna,u2ed,16.373,48.201
103079215141,38,Cafe Viva,4340,US,Rockford,dp88,-88.967,42.274
111669149747,52,The Red Door,84488,FR,Paris,u09w,2.345,48.887
206158430282,75,Greenhouse Cafe,53370,GB,London,gcpu,-0.113,51.498
25769803776,1,Savoria,72230,US,Kihei,8e8w,-156.458,20.763
68719476777,42,The Daily Scoop,77517,FR,Paris,u09t,2.34,48.832
17,18,The Harvest Room,47732,US,Park City,9x0x,-111.506,40.651
146028888092,29,The Olive Branch,70611,US,Grinnell,9zqj,-92.727,41.757
240518168600,25,The Cozy Cafe,93164,US,Tannersville,dr63,-75.354,41.053
163208757265,18,The Harvest Room,96638,US,College Park,dqcm,-76.932,38.996
197568495667,52,The Red Door,24784,FR,Paris,u09t,2.373,48.844
163208757293,46,The Italian Table,96638,US,Devils Lake,cb99,-98.848,48.101
42949672961,2,Bella Cucina,89646,US,San Diego,9mud,-117.21,32.725
249108103238,71,Fire and Spice,55897,GB,London,gcpv,-0.102,51.52
34359738389,22,The Red Pepper,50333,US,Lead,9xyh,-103.84,44.335
163208757253,6,The Daily Grind,96638,US,Carlsbad,9mus,-117.344,33.164
128849018923,44,The French Kitchen,5679,AT,Vienna,u2ed,16.357,48.19
240518168612,37,Cafe Crepe,93164,US,Fall River,drmm,-71.184,41.682
146028888112,49,The Olive Tree,70611,US,Stevenson,c217,-121.883,45.692
111669149706,11,The Flaming Wok,84488,US,Southern Pines,dnr8,-79.392,35.197
249108103206,39,Cinnamon Grill,55897,US,Williams Bay,dp94,-88.556,42.575
42949673019,60,Big City Grill,89646,FR,Paris,u09w,2.349,48.878
240518168648,73,Fresh Harvest,93164,GB,London,u10j,0.011,51.603
171798691842,3,Spice Bazaar,65939,US,New Orleans,9vrf,-90.059,29.963
25769803843,68,Delish Cafe,72230,NL,Amsterdam,u173,4.916,52.361
8589934613,22,The Red Pepper,12630,US,Redding,9r0y,-122.394,40.59
231928234006,23,The Hungry Pig,33573,US,Maumee,dpks,-83.667,41.588
128849018914,35,Basilica Bistro,5679,US,Spearfish,9xyj,-103.815,44.479
197568495648,33,The Blue Elephant,24784,ES,Barcelona,sp3e,2.212,41.408
128849018929,50,The Pancake House,5679,FR,Paris,u09t,2.343,48.848
77309411330,3,Spice Bazaar,78190,US,Titusville,djnd,-80.854,28.552
206158430285,78,The Hot Spot,53370,GB,London,gcpv,-0.15,51.504
240518168640,65,Chef's Corner,93164,FR,Paris,u09w,2.345,48.879
128849018926,47,The Juicy Burger,5679,FR,Paris,u09t,2.33,48.835
197568495688,73,Fresh Harvest,24784,GB,London,gcpu,-0.191,51.482
111669149741,46,The Italian Table,84488,FR,Paris,u09t,2.304,48.865
77309411347,20,The Brasserie,78190,US,Pioneer,9qfe,-120.116,38.671
120259084339,52,The Red Door,59829,GB,London,gcpu,-0.186,51.501
231928234011,28,The Spicy Pickle,33573,IT,Milan,u0nd,9.187,45.456
137438953527,56,The Waffle House,11038,GB,London,gcpv,-0.158,51.516
231928234007,24,The Fisherman's Catch,33573,US,Canyonville,9r8k,-123.29,42.941
171798691887,48,The Local Cafe,65939,FR,Paris,u09t,2.327,48.866
146028888098,35,Basilica Bistro,70611,US,Lake Elmo,spz6,10.196,43.957
42949672963,4,The Blue Plate,89646,US,Atlanta,dn5b,-84.467,33.897
85899345975,56,The Waffle House,18952,GB,London,gcpu,-0.182,51.494
266287972374,23,The Hungry Pig,11263,ES,Barcelona,sp3e,2.175,41.386
163208757248,1,Savoria,96638,US,Volcano,8e3w,-155.237,19.427
25769803830,55,The Steak House,72230,FR,Paris,u09w,2.324,48.871
180388626472,41,The Daily Bread,7531,AT,Vienna,u2ed,16.382,48.218
266287972433,82,The Palate,11263,NL,Amsterdam Zuidoost,u179,4.939,52.314
137438953478,7,Cafe Roma,11038,US,Knoxville,dnkk,-83.969,36.014
68719476752,17,The Rustic Table,77517,US,Aspen,9wun,-106.817,39.186
249108103233,66,City Bites,55897,GB,London,gcpv,-0.119,51.512
103079215129,26,The Silver Spoon,4340,US,Absecon,dr50,-74.53,39.447
197568495634,19,The Tasting Room,24784,US,Beach Haven,dr50,-74.249,39.55
240518168583,8,The Green Olive,93164,US,San Diego,9mud,-117.15,32.766
103079215173,70,Earth and Vine,4340,GB,London,gcpv,-0.078,51.511
128849018950,71,Fire and Spice,5679,GB,Paddington,gcpv,-0.176,51.512
214748364853,54,The Spice House,92040,FR,Paris,u09t,2.33,48.859
188978561084,61,Blue Water Bistro,3642,FR,Paris,u09w,2.302,48.869
137438953517,46,The Italian Table,11038,FR,Paris,u09w,2.343,48.873
197568495699,84,The Pink Door,24784,GB,Paddington,gcpv,-0.176,51.516
197568495663,48,The Local Cafe,24784,AT,Vienna,u2ed,16.375,48.202
266287972359,8,The Green Olive,11263,US,Memphis,dn20,-89.809,35.205
103079215109,6,The Daily Grind,4340,US,Gatesville,9vdd,-97.715,31.434
68719476800,65,Chef's Corner,77517,NL,Amsterdam,u176,4.903,52.384
214748364838,39,Cinnamon Grill,92040,US,Cozad,u05k,4.765,45.787
94489280529,18,The Harvest Room,95399,US,Bloomingdale,dpnt,-80.85,40.363
197568495646,31,Bistro 42,24784,ES,Barcelona,sp3e,2.158,41.398
197568495622,7,Cafe Roma,24784,US,Signal Hill,9q5b,-118.155,33.79
111669149762,67,Crimson and Clover,84488,NL,Amsterdam,u176,4.894,52.4
94489280549,38,Cafe Viva,95399,US,Jackman,f2n5,-70.284,45.68
171798691871,32,The Orange Peeler,65939,IT,Milan,u0nd,9.201,45.49
103079215169,66,City Bites,4340,GB,London,gcpv,-0.102,51.506
154618822676,21,The Lazy Daisy,41484,ES,Barcelona,sp3e,2.149,41.375
206158430218,11,The Flaming Wok,53370,US,Winston Salem,dnqv,-80.299,36.079
94489280515,4,The Blue Plate,95399,US,Tyler,9vsr,-95.265,32.323
8589934635,44,The French Kitchen,12630,FR,Paris,u09t,2.288,48.866
42949672968,9,The Grill House,89646,US,Moore,9y69,-97.495,35.352
42949672979,20,The Brasserie,89646,ES,Barcelona,sp3e,2.154,41.38
77309411362,35,Basilica Bistro,78190,IT,Milan,u0nd,9.164,45.486
171798691864,25,The Cozy Cafe,65939,US,Rapid City,9xyd,-103.305,44.018
266287972419,68,Delish Cafe,11263,GB,London,gcpu,-0.168,51.492
146028888080,17,The Rustic Table,70611,US,Springfield,9yte,-93.228,37.209
77309411344,17,The Rustic Table,78190,US,Corbin,dns4,-84.128,36.92
266287972386,35,Basilica Bistro,11263,US,Ennis,c809,-111.725,45.349
223338299450,59,Azalea Cafe,36937,NL,Amsterdam,u173,4.844,52.368
25769803822,47,The Juicy Burger,72230,AT,Vienna,u2ed,16.377,48.192
8589934593,2,Bella Cucina,12630,US,San Diego,9mud,-117.252,32.776
42949673009,50,The Pancake House,89646,AT,Vienna,u2ed,16.299,48.251
17179869238,55,The Steak House,10902,FR,Paris,u09t,2.344,48.853
240518168579,4,The Blue Plate,93164,US,Baton Rouge,9vrj,-91.06,30.429
77309411386,59,Azalea Cafe,78190,GB,London,gcpu,-0.195,51.495
257698037786,27,The Corner Cafe,26468,US,Galena,9zx9,-90.449,42.437
231928234023,40,Crimson Cafe,33573,US,Winthrop,c2de,-120.177,48.47
17179869220,37,Cafe Crepe,10902,IT,Milan,u0nd,9.189,45.461
206158430233,26,The Silver Spoon,53370,ES,Barcelona,sp3e,2.173,41.38
266287972418,67,Crimson and Clover,11263,GB,London,gcpu,-0.172,51.491
180388626443,12,The Wooden Spoon,7531,US,Ramey,sw8z,23.775,37.812
17179869186,3,Spice Bazaar,10902,US,Hattiesburg,dj86,-89.35,31.329
94489280533,22,The Red Pepper,95399,US,Hauppauge,dr7b,-73.265,40.806
128849018891,12,The Wooden Spoon,5679,US,Saint Mary,dn8p,-89.954,37.883
120259084317,30,The Wine Cellar,59829,IT,Milan,u0nd,9.19,45.466
120259084299,12,The Wooden Spoon,59829,US,Sweetwater,dn7f,-84.511,35.598
34359738378,11,The Flaming Wok,50333,US,Rohnert Park,9qbd,-122.714,38.346
171798691863,24,The Fisherman's Catch,65939,US,Austin,9zvb,-92.984,43.682
180388626441,10,The Golden Spoon,7531,US,Protection,9y97,-99.484,37.202
94489280555,44,The French Kitchen,95399,FR,Paris,u09w,2.304,48.868
32,33,The Blue Elephant,47732,US,Idaho Falls,9x8r,-112.052,43.495
266287972427,76,Happy Hour Cafe,11263,GB,London,gcpv,-0.151,51.517
85899345971,52,The Red Door,18952,FR,Paris,u09w,2.339,48.871
257698037824,65,Chef's Corner,26468,GB,London,gcpv,-0.1,51.505
188978561093,70,Earth and Vine,3642,GB,London,gcpu,-0.158,51.502
163208757288,41,The Daily Bread,96638,US,Guernsey,u240,14.15,45.079
249108103240,73,Fresh Harvest,55897,GB,London,gcpt,-0.37,51.54
266287972392,41,The Daily Bread,11263,AT,Vienna,u2ed,16.378,48.188
163208757281,34,The Tasty Treat,96638,US,Cambridge,drt3,-71.11,42.375
231928234041,58,A Tasty Bite,33573,NL,Amsterdam,u173,4.87,52.361
77309411395,68,Delish Cafe,78190,NL,Amsterdam,u173,4.913,52.355
